mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202442,42,10/13/2024,10/19/2024,2024-2025,Seasonal Coronaviruses,976,6,0.006147541,2953,14,0.00,10/19/2024,202442-Seasonal Coronaviruses
202443,43,10/20/2024,10/26/2024,2024-2025,Adenovirus,1033,19,0.01839303,3986,52,0.01,10/26/2024,202443-Adenovirus
202443,43,10/20/2024,10/26/2024,2024-2025,Human Metapneumovirus,1015,1,0.0009852217,3994,5,0.00,10/26/2024,202443-Human Metapneumovirus
202443,43,10/20/2024,10/26/2024,2024-2025,Influenza,2952,26,0.0088075881,11375,57,0.01,10/26/2024,202443-Influenza
202443,43,10/20/2024,10/26/2024,2024-2025,Parainfluenza,1892,40,0.021141649,7373,147,0.02,10/26/2024,202443-Parainfluenza
202443,43,10/20/2024,10/26/2024,2024-2025,RSV,2333,36,0.0154307758,8803,85,0.01,10/26/2024,202443-RSV
202443,43,10/20/2024,10/26/2024,2024-2025,Rhinovirus/Enterovirus,1033,223,0.2158760891,3986,857,0.22,10/26/2024,202443-Rhinovirus/Enterovirus
202443,43,10/20/2024,10/26/2024,2024-2025,SARS-CoV-2,2524,76,0.030110935,9450,272,0.03,10/26/2024,202443-SARS-CoV-2
202443,43,10/20/2024,10/26/2024,2024-2025,Seasonal Coronaviruses,1033,10,0.0096805421,3986,24,0.01,10/26/2024,202443-Seasonal Coronaviruses
202444,44,10/27/2024,11/02/2024,2024-2025,Adenovirus,824,19,0.0230582524,4810,71,0.01,11/02/2024,202444-Adenovirus
202444,44,10/27/2024,11/02/2024,2024-2025,Human Metapneumovirus,829,2,0.0024125452,4823,7,0.00,11/02/2024,202444-Human Metapneumovirus
202444,44,10/27/2024,11/02/2024,2024-2025,Influenza,3066,41,0.0133724723,14441,98,0.01,11/02/2024,202444-Influenza
202444,44,10/27/2024,11/02/2024,2024-2025,Parainfluenza,1617,35,0.0216450216,8990,182,0.02,11/02/2024,202444-Parainfluenza
202444,44,10/27/2024,11/02/2024,2024-2025,RSV,2190,32,0.0146118721,10993,117,0.01,11/02/2024,202444-RSV
202444,44,10/27/2024,11/02/2024,2024-2025,Rhinovirus/Enterovirus,824,182,0.2208737864,4810,1039,0.22,11/02/2024,202444-Rhinovirus/Enterovirus
202444,44,10/27/2024,11/02/2024,2024-2025,SARS-CoV-2,2283,60,0.0262812089,11733,332,0.03,11/02/2024,202444-SARS-CoV-2
202444,44,10/27/2024,11/02/2024,2024-2025,Seasonal Coronaviruses,824,9,0.0109223301,4810,33,0.01,11/02/2024,202444-Seasonal Coronaviruses
202445,45,11/03/2024,11/09/2024,2024-2025,Adenovirus,1013,23,0.0227048371,5823,94,0.02,11/09/2024,202445-Adenovirus
202445,45,11/03/2024,11/09/2024,2024-2025,Human Metapneumovirus,1045,2,0.0019138756,5868,9,0.00,11/09/2024,202445-Human Metapneumovirus
202445,45,11/03/2024,11/09/2024,2024-2025,Influenza,3001,34,0.0113295568,17442,132,0.01,11/09/2024,202445-Influenza
202445,45,11/03/2024,11/09/2024,2024-2025,Parainfluenza,1881,39,0.0207336523,10871,221,0.02,11/09/2024,202445-Parainfluenza
202445,45,11/03/2024,11/09/2024,2024-2025,RSV,2447,89,0.0363710666,13440,206,0.02,11/09/2024,202445-RSV
202445,45,11/03/2024,11/09/2024,2024-2025,Rhinovirus/Enterovirus,1013,194,0.1915103653,5823,1233,0.21,11/09/2024,202445-Rhinovirus/Enterovirus
202445,45,11/03/2024,11/09/2024,2024-2025,SARS-CoV-2,2502,49,0.0195843325,14235,381,0.03,11/09/2024,202445-SARS-CoV-2
202445,45,11/03/2024,11/09/2024,2024-2025,Seasonal Coronaviruses,1013,18,0.017769003,5823,51,0.01,11/09/2024,202445-Seasonal Coronaviruses
202446,46,11/10/2024,11/16/2024,2024-2025,Adenovirus,1021,35,0.0342801175,6844,129,0.02,11/16/2024,202446-Adenovirus
202446,46,11/10/2024,11/16/2024,2024-2025,Human Metapneumovirus,1036,1,0.000965251,6904,10,0.00,11/16/2024,202446-Human Metapneumovirus
202446,46,11/10/2024,11/16/2024,2024-2025,Influenza,2965,30,0.0101180438,20407,162,0.01,11/16/2024,202446-Influenza
202446,46,11/10/2024,11/16/2024,2024-2025,Parainfluenza,1851,47,0.0253916802,12722,268,0.02,11/16/2024,202446-Parainfluenza
202446,46,11/10/2024,11/16/2024,2024-2025,RSV,2387,123,0.051529116,15827,329,0.02,11/16/2024,202446-RSV
202446,46,11/10/2024,11/16/2024,2024-2025,Rhinovirus/Enterovirus,1021,234,0.2291870715,6844,1467,0.21,11/16/2024,202446-Rhinovirus/Enterovirus
202446,46,11/10/2024,11/16/2024,2024-2025,SARS-CoV-2,2483,51,0.0205396698,16718,432,0.03,11/16/2024,202446-SARS-CoV-2
202446,46,11/10/2024,11/16/2024,2024-2025,Seasonal Coronaviruses,1021,9,0.0088148874,6844,60,0.01,11/16/2024,202446-Seasonal Coronaviruses
202447,47,11/17/2024,11/23/2024,2024-2025,Adenovirus,1118,27,0.0241502683,7962,156,0.02,11/23/2024,202447-Adenovirus
202447,47,11/17/2024,11/23/2024,2024-2025,Human Metapneumovirus,1103,6,0.0054397099,8007,16,0.00,11/23/2024,202447-Human Metapneumovirus
202447,47,11/17/2024,11/23/2024,2024-2025,Influenza,3141,44,0.0140082776,23548,206,0.01,11/23/2024,202447-Influenza
202447,47,11/17/2024,11/23/2024,2024-2025,Parainfluenza,2022,40,0.0197823937,14744,308,0.02,11/23/2024,202447-Parainfluenza
202447,47,11/17/2024,11/23/2024,2024-2025,RSV,2562,183,0.0714285714,18389,512,0.03,11/23/2024,202447-RSV
202447,47,11/17/2024,11/23/2024,2024-2025,Rhinovirus/Enterovirus,1118,226,0.2021466905,7962,1693,0.21,11/23/2024,202447-Rhinovirus/Enterovirus
202447,47,11/17/2024,11/23/2024,2024-2025,SARS-CoV-2,2667,70,0.0262467192,19385,502,0.03,11/23/2024,202447-SARS-CoV-2
202447,47,11/17/2024,11/23/2024,2024-2025,Seasonal Coronaviruses,1118,27,0.0241502683,7962,87,0.01,11/23/2024,202447-Seasonal Coronaviruses
202448,48,11/24/2024,11/30/2024,2024-2025,Adenovirus,1021,35,0.0342801175,8983,191,0.02,11/30/2024,202448-Adenovirus
202448,48,11/24/2024,11/30/2024,2024-2025,Human Metapneumovirus,1061,4,0.0037700283,9068,20,0.00,11/30/2024,202448-Human Metapneumovirus
202448,48,11/24/2024,11/30/2024,2024-2025,Influenza,3019,52,0.0172242464,26567,258,0.01,11/30/2024,202448-Influenza
202448,48,11/24/2024,11/30/2024,2024-2025,Parainfluenza,1931,41,0.021232522,16675,349,0.02,11/30/2024,202448-Parainfluenza
202448,48,11/24/2024,11/30/2024,2024-2025,RSV,2423,262,0.1081304168,20812,774,0.04,11/30/2024,202448-RSV
202448,48,11/24/2024,11/30/2024,2024-2025,Rhinovirus/Enterovirus,1021,215,0.2105778648,8983,1908,0.21,11/30/2024,202448-Rhinovirus/Enterovirus
202448,48,11/24/2024,11/30/2024,2024-2025,SARS-CoV-2,2430,43,0.0176954733,21815,545,0.02,11/30/2024,202448-SARS-CoV-2
202448,48,11/24/2024,11/30/2024,2024-2025,Seasonal Coronaviruses,1021,14,0.013712047,8983,101,0.01,11/30/2024,202448-Seasonal Coronaviruses
202449,49,12/01/2024,12/07/2024,2024-2025,Adenovirus,1204,29,0.0240863787,10187,220,0.02,12/07/2024,202449-Adenovirus
202449,49,12/01/2024,12/07/2024,2024-2025,Human Metapneumovirus,1180,5,0.0042372881,10248,25,0.00,12/07/2024,202449-Human Metapneumovirus
202449,49,12/01/2024,12/07/2024,2024-2025,Influenza,3499,91,0.0260074307,30066,349,0.01,12/07/2024,202449-Influenza
202449,49,12/01/2024,12/07/2024,2024-2025,Parainfluenza,2137,31,0.0145063173,18812,380,0.02,12/07/2024,202449-Parainfluenza
202449,49,12/01/2024,12/07/2024,2024-2025,RSV,2875,363,0.1262608696,23687,1137,0.05,12/07/2024,202449-RSV
202449,49,12/01/2024,12/07/2024,2024-2025,Rhinovirus/Enterovirus,1204,202,0.1677740864,10187,2110,0.21,12/07/2024,202449-Rhinovirus/Enterovirus
202449,49,12/01/2024,12/07/2024,2024-2025,SARS-CoV-2,2941,99,0.0336620197,24756,644,0.03,12/07/2024,202449-SARS-CoV-2
202449,49,12/01/2024,12/07/2024,2024-2025,Seasonal Coronaviruses,1204,36,0.0299003322,10187,137,0.01,12/07/2024,202449-Seasonal Coronaviruses
202450,50,12/08/2024,12/14/2024,2024-2025,Influenza,3779,244,0.0645673459,33845,593,0.02,12/14/2024,202450-Influenza
202451,51,12/15/2024,12/21/2024,2024-2025,Influenza,4143,476,0.1148925899,37988,1069,0.03,12/21/2024,202451-Influenza
202452,52,12/22/2024,12/28/2024,2024-2025,Influenza,4602,849,0.1844850065,42590,1918,0.05,12/28/2024,202452-Influenza
202450,50,12/08/2024,12/14/2024,2024-2025,Parainfluenza,2177,36,0.0165365181,20989,416,0.02,12/14/2024,202450-Parainfluenza
202450,50,12/08/2024,12/14/2024,2024-2025,RSV,3175,409,0.1288188976,26862,1546,0.06,12/14/2024,202450-RSV
202450,50,12/08/2024,12/14/2024,2024-2025,Rhinovirus/Enterovirus,1221,184,0.1506961507,11408,2294,0.20,12/14/2024,202450-Rhinovirus/Enterovirus
202450,50,12/08/2024,12/14/2024,2024-2025,SARS-CoV-2,3219,110,0.0341721031,27975,754,0.03,12/14/2024,202450-SARS-CoV-2
202450,50,12/08/2024,12/14/2024,2024-2025,Seasonal Coronaviruses,1347,32,0.0237564959,11534,169,0.01,12/14/2024,202450-Seasonal Coronaviruses
202502,2,01/05/2025,01/11/2025,2024-2025,Influenza,4916,807,0.1641578519,52483,3506,0.07,01/11/2025,202502-Influenza
202502,2,01/05/2025,01/11/2025,2024-2025,Adenovirus,1535,30,0.0195439739,16576,325,0.02,01/11/2025,202502-Adenovirus
202502,2,01/05/2025,01/11/2025,2024-2025,Human Metapneumovirus,1542,13,0.0084306096,16833,81,0.00,01/11/2025,202502-Human Metapneumovirus
202502,2,01/05/2025,01/11/2025,2024-2025,Parainfluenza,2705,36,0.0133086876,30279,547,0.02,01/11/2025,202502-Parainfluenza
202502,2,01/05/2025,01/11/2025,2024-2025,RSV,4105,350,0.0852618758,42523,3462,0.08,01/11/2025,202502-RSV
202502,2,01/05/2025,01/11/2025,2024-2025,Rhinovirus/Enterovirus,1535,90,0.0586319218,16604,2761,0.17,01/11/2025,202502-Rhinovirus/Enterovirus
202502,2,01/05/2025,01/11/2025,2024-2025,SARS-CoV-2,4137,215,0.0519700266,43194,1546,0.04,01/11/2025,202502-SARS-CoV-2
202502,2,01/05/2025,01/11/2025,2024-2025,Seasonal Coronaviruses,2684,61,0.0227272727,20684,418,0.02,01/11/2025,202502-Seasonal Coronaviruses
202450,50,12/08/2024,12/14/2024,2024-2025,Adenovirus,1221,23,0.0188370188,11408,243,0.02,12/14/2024,202450-Adenovirus
202450,50,12/08/2024,12/14/2024,2024-2025,Human Metapneumovirus,1248,8,0.0064102564,11496,33,0.00,12/14/2024,202450-Human Metapneumovirus
202451,51,12/15/2024,12/21/2024,2024-2025,Adenovirus,1207,22,0.0182270091,12615,265,0.02,12/21/2024,202451-Adenovirus
202451,51,12/15/2024,12/21/2024,2024-2025,Human Metapneumovirus,1220,7,0.0057377049,12716,40,0.00,12/21/2024,202451-Human Metapneumovirus
202451,51,12/15/2024,12/21/2024,2024-2025,Parainfluenza,2089,34,0.01627573,23078,450,0.02,12/21/2024,202451-Parainfluenza
202451,51,12/15/2024,12/21/2024,2024-2025,RSV,3550,533,0.1501408451,30412,2079,0.07,12/21/2024,202451-RSV
202451,51,12/15/2024,12/21/2024,2024-2025,Rhinovirus/Enterovirus,1207,151,0.1251035626,12615,2445,0.19,12/21/2024,202451-Rhinovirus/Enterovirus
202451,51,12/15/2024,12/21/2024,2024-2025,SARS-CoV-2,3609,166,0.0459961208,31584,920,0.03,12/21/2024,202451-SARS-CoV-2
202451,51,12/15/2024,12/21/2024,2024-2025,Seasonal Coronaviruses,2074,50,0.0241080039,13608,219,0.02,12/21/2024,202451-Seasonal Coronaviruses
202452,52,12/22/2024,12/28/2024,2024-2025,Adenovirus,1250,11,0.0088,13865,276,0.02,12/28/2024,202452-Adenovirus
202452,52,12/22/2024,12/28/2024,2024-2025,Human Metapneumovirus,1257,12,0.0095465394,13973,52,0.00,12/28/2024,202452-Human Metapneumovirus
202452,52,12/22/2024,12/28/2024,2024-2025,Parainfluenza,2087,32,0.0153330139,25165,482,0.02,12/28/2024,202452-Parainfluenza
202452,52,12/22/2024,12/28/2024,2024-2025,RSV,3904,540,0.1383196721,34316,2619,0.08,12/28/2024,202452-RSV
202452,52,12/22/2024,12/28/2024,2024-2025,Rhinovirus/Enterovirus,1250,126,0.1008,13865,2571,0.19,12/28/2024,202452-Rhinovirus/Enterovirus
202452,52,12/22/2024,12/28/2024,2024-2025,SARS-CoV-2,3865,187,0.0483829237,35449,1107,0.03,12/28/2024,202452-SARS-CoV-2
202452,52,12/22/2024,12/28/2024,2024-2025,Seasonal Coronaviruses,2072,71,0.0342664093,15680,290,0.02,12/28/2024,202452-Seasonal Coronaviruses
202501,1,12/29/2024,01/04/2025,2024-2025,Adenovirus,1176,19,0.0161564626,15041,295,0.02,01/04/2025,202501-Adenovirus
202501,1,12/29/2024,01/04/2025,2024-2025,Human Metapneumovirus,1318,16,0.0121396055,15291,68,0.00,01/04/2025,202501-Human Metapneumovirus
202501,1,12/29/2024,01/04/2025,2024-2025,Influenza,4977,781,0.1569218405,47567,2699,0.06,01/04/2025,202501-Influenza
202501,1,12/29/2024,01/04/2025,2024-2025,Parainfluenza,2409,29,0.0120381901,27574,511,0.02,01/04/2025,202501-Parainfluenza
202501,1,12/29/2024,01/04/2025,2024-2025,RSV,4102,493,0.1201852755,38418,3112,0.08,01/04/2025,202501-RSV
202501,1,12/29/2024,01/04/2025,2024-2025,Rhinovirus/Enterovirus,1204,100,0.0830564784,15069,2671,0.18,01/04/2025,202501-Rhinovirus/Enterovirus
202501,1,12/29/2024,01/04/2025,2024-2025,SARS-CoV-2,3608,224,0.0620842572,39057,1331,0.03,01/04/2025,202501-SARS-CoV-2
202501,1,12/29/2024,01/04/2025,2024-2025,Seasonal Coronaviruses,2320,67,0.0288793103,18000,357,0.02,01/04/2025,202501-Seasonal Coronaviruses
202503,3,01/12/2025,01/18/2025,2024-2025,Influenza,4930,1119,0.2269776876,57413,4625,0.08,01/18/2025,202503-Influenza
202504,4,01/19/2025,01/25/2025,2024-2025,Influenza,4881,1140,0.233558697,62294,5765,0.09,01/25/2025,202504-Influenza
202503,3,01/12/2025,01/18/2025,2024-2025,Adenovirus,1339,17,0.0126960418,17915,342,0.02,01/18/2025,202503-Adenovirus
202503,3,01/12/2025,01/18/2025,2024-2025,Human Metapneumovirus,1377,7,0.0050835149,18210,88,0.00,01/18/2025,202503-Human Metapneumovirus
202503,3,01/12/2025,01/18/2025,2024-2025,Rhinovirus/Enterovirus,1339,77,0.0575056012,17943,2838,0.16,01/18/2025,202503-Rhinovirus/Enterovirus
202503,3,01/12/2025,01/18/2025,2024-2025,Seasonal Coronaviruses,2389,65,0.0272080368,23073,483,0.02,01/18/2025,202503-Seasonal Coronaviruses
202504,4,01/19/2025,01/25/2025,2024-2025,Adenovirus,1347,20,0.0148478099,19262,362,0.02,01/25/2025,202504-Adenovirus
202504,4,01/19/2025,01/25/2025,2024-2025,Human Metapneumovirus,1367,11,0.0080468178,19577,99,0.01,01/25/2025,202504-Human Metapneumovirus
202504,4,01/19/2025,01/25/2025,2024-2025,Parainfluenza,2473,16,0.0064698746,35151,581,0.02,01/25/2025,202504-Parainfluenza
202503,3,01/12/2025,01/18/2025,2024-2025,Parainfluenza,2399,18,0.0075031263,32678,565,0.02,01/18/2025,202503-Parainfluenza
202503,3,01/12/2025,01/18/2025,2024-2025,RSV,4124,263,0.0637730359,46647,3725,0.08,01/18/2025,202503-RSV
202503,3,01/12/2025,01/18/2025,2024-2025,SARS-CoV-2,4222,186,0.0440549503,47416,1732,0.04,01/18/2025,202503-SARS-CoV-2
202504,4,01/19/2025,01/25/2025,2024-2025,RSV,4061,208,0.0512189116,50708,3933,0.08,01/25/2025,202504-RSV
202504,4,01/19/2025,01/25/2025,2024-2025,Rhinovirus/Enterovirus,1347,80,0.0593912398,19290,2918,0.15,01/25/2025,202504-Rhinovirus/Enterovirus
202504,4,01/19/2025,01/25/2025,2024-2025,SARS-CoV-2,4168,224,0.0537428023,51584,1956,0.04,01/25/2025,202504-SARS-CoV-2
202504,4,01/19/2025,01/25/2025,2024-2025,Seasonal Coronaviruses,2463,58,0.0235485181,25536,541,0.02,01/25/2025,202504-Seasonal Coronaviruses
202505,5,01/26/2025,02/01/2025,2024-2025,Adenovirus,1321,15,0.0113550341,20583,377,0.02,02/01/2025,202505-Adenovirus
202505,5,01/26/2025,02/01/2025,2024-2025,Rhinovirus/Enterovirus,1321,67,0.0507191522,20611,2985,0.14,02/01/2025,202505-Rhinovirus/Enterovirus
202505,5,01/26/2025,02/01/2025,2024-2025,Seasonal Coronaviruses,2353,79,0.0335741606,27889,620,0.02,02/01/2025,202505-Seasonal Coronaviruses
202506,6,02/02/2025,02/08/2025,2024-2025,Adenovirus,1309,13,0.0099312452,21892,390,0.02,02/08/2025,202506-Adenovirus
202506,6,02/02/2025,02/08/2025,2024-2025,Rhinovirus/Enterovirus,1309,88,0.0672268908,21920,3073,0.14,02/08/2025,202506-Rhinovirus/Enterovirus
202505,5,01/26/2025,02/01/2025,2024-2025,Human Metapneumovirus,1313,7,0.0053313024,20890,106,0.01,02/01/2025,202505-Human Metapneumovirus
202505,5,01/26/2025,02/01/2025,2024-2025,Influenza,4904,1115,0.227365416,67198,6880,0.10,02/01/2025,202505-Influenza
202505,5,01/26/2025,02/01/2025,2024-2025,Parainfluenza,2363,18,0.0076174355,37514,599,0.02,02/01/2025,202505-Parainfluenza
202505,5,01/26/2025,02/01/2025,2024-2025,RSV,4086,180,0.0440528634,54794,4113,0.08,02/01/2025,202505-RSV
202505,5,01/26/2025,02/01/2025,2024-2025,SARS-CoV-2,4190,197,0.0470167064,55774,2153,0.04,02/01/2025,202505-SARS-CoV-2
202506,6,02/02/2025,02/08/2025,2024-2025,Human Metapneumovirus,1323,7,0.0052910053,22213,113,0.01,02/08/2025,202506-Human Metapneumovirus
202506,6,02/02/2025,02/08/2025,2024-2025,Influenza,4853,1074,0.2213064084,72051,7954,0.11,02/08/2025,202506-Influenza
202506,6,02/02/2025,02/08/2025,2024-2025,Parainfluenza,2445,19,0.0077709611,39959,618,0.02,02/08/2025,202506-Parainfluenza
202506,6,02/02/2025,02/08/2025,2024-2025,RSV,3992,166,0.0415831663,58786,4279,0.07,02/08/2025,202506-RSV
202506,6,02/02/2025,02/08/2025,2024-2025,Seasonal Coronaviruses,2431,85,0.034965035,30320,705,0.02,02/08/2025,202506-Seasonal Coronaviruses
202507,7,02/09/2025,02/15/2025,2024-2025,Adenovirus,1271,15,0.0118017309,23163,405,0.02,02/15/2025,202507-Adenovirus
202507,7,02/09/2025,02/15/2025,2024-2025,Rhinovirus/Enterovirus,1271,80,0.0629425649,23191,3153,0.14,02/15/2025,202507-Rhinovirus/Enterovirus
202507,7,02/09/2025,02/15/2025,2024-2025,Seasonal Coronaviruses,2264,89,0.0393109541,32584,794,0.02,02/15/2025,202507-Seasonal Coronaviruses
202508,8,02/16/2025,02/22/2025,2024-2025,Adenovirus,1213,21,0.0173124485,24376,426,0.02,02/22/2025,202508-Adenovirus
202506,6,02/02/2025,02/08/2025,2024-2025,SARS-CoV-2,3574,185,0.0517627308,59348,2338,0.04,02/08/2025,202506-SARS-CoV-2
202507,7,02/09/2025,02/15/2025,2024-2025,Human Metapneumovirus,1279,9,0.0070367475,23492,122,0.01,02/15/2025,202507-Human Metapneumovirus
202507,7,02/09/2025,02/15/2025,2024-2025,Influenza,4637,898,0.1936596938,76688,8852,0.12,02/15/2025,202507-Influenza
202507,7,02/09/2025,02/15/2025,2024-2025,Parainfluenza,2272,21,0.0092429577,42231,639,0.02,02/15/2025,202507-Parainfluenza
202507,7,02/09/2025,02/15/2025,2024-2025,RSV,3871,136,0.0351330406,62657,4415,0.07,02/15/2025,202507-RSV
202507,7,02/09/2025,02/15/2025,2024-2025,SARS-CoV-2,4026,203,0.0504222553,63374,2541,0.04,02/15/2025,202507-SARS-CoV-2
202508,8,02/16/2025,02/22/2025,2024-2025,Human Metapneumovirus,1229,27,0.0219690806,24721,149,0.01,02/22/2025,202508-Human Metapneumovirus
202510,10,03/02/2025,03/08/2025,2024-2025,Adenovirus,1107,16,0.0144534779,26629,461,0.02,03/08/2025,202510-Adenovirus
202510,10,03/02/2025,03/08/2025,2024-2025,Human Metapneumovirus,1124,28,0.024911032,27010,193,0.01,03/08/2025,202510-Human Metapneumovirus
202510,10,03/02/2025,03/08/2025,2024-2025,Influenza,3967,471,0.1187295185,89265,10582,0.12,03/08/2025,202510-Influenza
202510,10,03/02/2025,03/08/2025,2024-2025,Parainfluenza,2003,31,0.0154767848,48632,725,0.01,03/08/2025,202510-Parainfluenza
202510,10,03/02/2025,03/08/2025,2024-2025,RSV,3279,90,0.0274473925,73042,4726,0.06,03/08/2025,202510-RSV
202510,10,03/02/2025,03/08/2025,2024-2025,Rhinovirus/Enterovirus,1107,95,0.0858175248,26657,3417,0.13,03/08/2025,202510-Rhinovirus/Enterovirus
202510,10,03/02/2025,03/08/2025,2024-2025,SARS-CoV-2,3383,159,0.0469997044,74122,3084,0.04,03/08/2025,202510-SARS-CoV-2
202510,10,03/02/2025,03/08/2025,2024-2025,Seasonal Coronaviruses,1986,88,0.0443101712,38933,1099,0.03,03/08/2025,202510-Seasonal Coronaviruses
202508,8,02/16/2025,02/22/2025,2024-2025,Rhinovirus/Enterovirus,1213,76,0.0626545754,24404,3229,0.13,02/22/2025,202508-Rhinovirus/Enterovirus
202508,8,02/16/2025,02/22/2025,2024-2025,Seasonal Coronaviruses,2233,102,0.0456784595,34817,896,0.03,02/22/2025,202508-Seasonal Coronaviruses
202511,11,03/09/2025,03/15/2025,2024-2025,Adenovirus,870,12,0.0137931034,27499,473,0.02,03/15/2025,202511-Adenovirus
202511,11,03/09/2025,03/15/2025,2024-2025,Rhinovirus/Enterovirus,870,69,0.0793103448,27527,3486,0.13,03/15/2025,202511-Rhinovirus/Enterovirus
202511,11,03/09/2025,03/15/2025,2024-2025,Seasonal Coronaviruses,1851,51,0.0275526742,40784,1150,0.03,03/15/2025,202511-Seasonal Coronaviruses
202508,8,02/16/2025,02/22/2025,2024-2025,Influenza,4384,718,0.1637773723,81072,9570,0.12,02/22/2025,202508-Influenza
202508,8,02/16/2025,02/22/2025,2024-2025,Parainfluenza,2249,26,0.0115606936,44480,665,0.01,02/22/2025,202508-Parainfluenza
202508,8,02/16/2025,02/22/2025,2024-2025,RSV,3665,112,0.0305593452,66322,4527,0.07,02/22/2025,202508-RSV
202508,8,02/16/2025,02/22/2025,2024-2025,SARS-CoV-2,3793,200,0.0527287108,67167,2741,0.04,02/22/2025,202508-SARS-CoV-2
202509,9,02/23/2025,03/01/2025,2024-2025,Adenovirus,1146,19,0.0165794066,25522,445,0.02,03/01/2025,202509-Adenovirus
202509,9,02/23/2025,03/01/2025,2024-2025,Human Metapneumovirus,1165,16,0.0137339056,25886,165,0.01,03/01/2025,202509-Human Metapneumovirus
202509,9,02/23/2025,03/01/2025,2024-2025,Influenza,4226,541,0.1280170374,85298,10111,0.12,03/01/2025,202509-Influenza
202509,9,02/23/2025,03/01/2025,2024-2025,Parainfluenza,2149,29,0.0134946487,46629,694,0.01,03/01/2025,202509-Parainfluenza
202509,9,02/23/2025,03/01/2025,2024-2025,RSV,3441,109,0.0316768381,69763,4636,0.07,03/01/2025,202509-RSV
202509,9,02/23/2025,03/01/2025,2024-2025,Rhinovirus/Enterovirus,1146,93,0.0811518325,25550,3322,0.13,03/01/2025,202509-Rhinovirus/Enterovirus
202509,9,02/23/2025,03/01/2025,2024-2025,SARS-CoV-2,3572,184,0.0515117581,70739,2925,0.04,03/01/2025,202509-SARS-CoV-2
202509,9,02/23/2025,03/01/2025,2024-2025,Seasonal Coronaviruses,2130,115,0.0539906103,36947,1011,0.03,03/01/2025,202509-Seasonal Coronaviruses
202512,12,03/16/2025,03/22/2025,2024-2025,Adenovirus,661,7,0.0105900151,28160,480,0.02,03/22/2025,202512-Adenovirus
202512,12,03/16/2025,03/22/2025,2024-2025,Rhinovirus/Enterovirus,661,70,0.1059001513,28188,3556,0.13,03/22/2025,202512-Rhinovirus/Enterovirus
202512,12,03/16/2025,03/22/2025,2024-2025,Seasonal Coronaviruses,1597,50,0.0313087038,42381,1200,0.03,03/22/2025,202512-Seasonal Coronaviruses
202511,11,03/09/2025,03/15/2025,2024-2025,Human Metapneumovirus,873,16,0.018327606,27883,209,0.01,03/15/2025,202511-Human Metapneumovirus
202511,11,03/09/2025,03/15/2025,2024-2025,Influenza,3846,410,0.1066042642,93111,10992,0.12,03/15/2025,202511-Influenza
202511,11,03/09/2025,03/15/2025,2024-2025,Parainfluenza,1854,16,0.0086299892,50486,741,0.01,03/15/2025,202511-Parainfluenza
202511,11,03/09/2025,03/15/2025,2024-2025,RSV,2793,80,0.0286430362,75835,4806,0.06,03/15/2025,202511-RSV
202511,11,03/09/2025,03/15/2025,2024-2025,SARS-CoV-2,2899,135,0.046567782,77021,3219,0.04,03/15/2025,202511-SARS-CoV-2
202513,13,03/23/2025,03/29/2025,2024-2025,Adenovirus,618,8,0.0129449838,28778,488,0.02,03/29/2025,202513-Adenovirus
