mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202419,19,05/05/2024,05/11/2024,2023-2024,Rhinovirus/Enterovirus,999,195,0.1951951952,34356,4464,0.13,05/10/2025,202419-Rhinovirus/Enterovirus
202419,19,05/05/2024,05/11/2024,2023-2024,SARS-CoV-2,3383,87,0.0257168194,136595,9256,0.07,05/10/2025,202419-SARS-CoV-2
202419,19,05/05/2024,05/11/2024,2023-2024,Seasonal Coronaviruses,1878,27,0.0143769968,59335,1226,0.02,05/10/2025,202419-Seasonal Coronaviruses
202420,20,05/12/2024,05/18/2024,2023-2024,Adenovirus,1191,31,0.0260285474,35535,1201,0.03,05/17/2025,202420-Adenovirus
202420,20,05/12/2024,05/18/2024,2023-2024,Human Metapneumovirus,1195,59,0.0493723849,35774,993,0.03,05/17/2025,202420-Human Metapneumovirus
202420,20,05/12/2024,05/18/2024,2023-2024,Influenza,4612,30,0.0065047702,173032,11135,0.06,05/17/2025,202420-Influenza
202420,20,05/12/2024,05/18/2024,2023-2024,Parainfluenza,2137,105,0.0491343004,61684,1130,0.02,05/17/2025,202420-Parainfluenza
202420,20,05/12/2024,05/18/2024,2023-2024,RSV,2935,25,0.0085178876,115047,5558,0.05,05/17/2025,202420-RSV
202420,20,05/12/2024,05/18/2024,2023-2024,Rhinovirus/Enterovirus,1191,208,0.174643157,35547,4672,0.13,05/17/2025,202420-Rhinovirus/Enterovirus
202420,20,05/12/2024,05/18/2024,2023-2024,SARS-CoV-2,3332,112,0.0336134454,139927,9368,0.07,05/17/2025,202420-SARS-CoV-2
202420,20,05/12/2024,05/18/2024,2023-2024,Seasonal Coronaviruses,2133,34,0.0159399906,61468,1260,0.02,05/17/2025,202420-Seasonal Coronaviruses
202421,21,05/19/2024,05/25/2024,2023-2024,Adenovirus,847,12,0.0141676505,36382,1213,0.03,05/24/2025,202421-Adenovirus
202421,21,05/19/2024,05/25/2024,2023-2024,Human Metapneumovirus,850,47,0.0552941176,36624,1040,0.03,05/24/2025,202421-Human Metapneumovirus
202421,21,05/19/2024,05/25/2024,2023-2024,Influenza,2883,25,0.0086715227,175915,11160,0.06,05/24/2025,202421-Influenza
202421,21,05/19/2024,05/25/2024,2023-2024,Parainfluenza,1750,63,0.036,63434,1193,0.02,05/24/2025,202421-Parainfluenza
202421,21,05/19/2024,05/25/2024,2023-2024,RSV,1969,10,0.0050787202,117016,5568,0.05,05/24/2025,202421-RSV
202421,21,05/19/2024,05/25/2024,2023-2024,Rhinovirus/Enterovirus,847,136,0.160566706,36394,4808,0.13,05/24/2025,202421-Rhinovirus/Enterovirus
202421,21,05/19/2024,05/25/2024,2023-2024,SARS-CoV-2,2335,65,0.0278372591,142262,9433,0.07,05/24/2025,202421-SARS-CoV-2
202421,21,05/19/2024,05/25/2024,2023-2024,Seasonal Coronaviruses,1747,19,0.0108757871,63215,1279,0.02,05/24/2025,202421-Seasonal Coronaviruses
202422,22,05/26/2024,06/01/2024,2023-2024,Adenovirus,785,20,0.025477707,37167,1233,0.03,05/31/2025,202422-Adenovirus
202422,22,05/26/2024,06/01/2024,2023-2024,Human Metapneumovirus,791,32,0.0404551201,37415,1072,0.03,05/31/2025,202422-Human Metapneumovirus
202422,22,05/26/2024,06/01/2024,2023-2024,Influenza,2537,15,0.0059124951,178452,11175,0.06,05/31/2025,202422-Influenza
202422,22,05/26/2024,06/01/2024,2023-2024,Parainfluenza,1625,74,0.0455384615,65059,1267,0.02,05/31/2025,202422-Parainfluenza
202422,22,05/26/2024,06/01/2024,2023-2024,RSV,1881,4,0.0021265284,118897,5572,0.05,05/31/2025,202422-RSV
202422,22,05/26/2024,06/01/2024,2023-2024,Rhinovirus/Enterovirus,785,136,0.1732484076,37179,4944,0.13,05/31/2025,202422-Rhinovirus/Enterovirus
202422,22,05/26/2024,06/01/2024,2023-2024,SARS-CoV-2,2180,63,0.0288990826,144442,9496,0.07,05/31/2025,202422-SARS-CoV-2
202422,22,05/26/2024,06/01/2024,2023-2024,Seasonal Coronaviruses,1619,14,0.0086473132,64834,1293,0.02,05/31/2025,202422-Seasonal Coronaviruses
202423,23,06/02/2024,06/08/2024,2023-2024,Adenovirus,757,17,0.0224570674,37924,1250,0.03,06/07/2025,202423-Adenovirus
202423,23,06/02/2024,06/08/2024,2023-2024,Human Metapneumovirus,765,39,0.0509803922,38180,1111,0.03,06/07/2025,202423-Human Metapneumovirus
202423,23,06/02/2024,06/08/2024,2023-2024,Influenza,2296,15,0.006533101,180748,11190,0.06,06/07/2025,202423-Influenza
202423,23,06/02/2024,06/08/2024,2023-2024,Parainfluenza,1536,63,0.041015625,66595,1330,0.02,06/07/2025,202423-Parainfluenza
202423,23,06/02/2024,06/08/2024,2023-2024,RSV,1779,4,0.0022484542,120676,5576,0.05,06/07/2025,202423-RSV
202423,23,06/02/2024,06/08/2024,2023-2024,Rhinovirus/Enterovirus,757,127,0.1677675033,37936,5071,0.13,06/07/2025,202423-Rhinovirus/Enterovirus
202423,23,06/02/2024,06/08/2024,2023-2024,SARS-CoV-2,2049,92,0.0448999512,146491,9588,0.07,06/07/2025,202423-SARS-CoV-2
202423,23,06/02/2024,06/08/2024,2023-2024,Seasonal Coronaviruses,1528,9,0.0058900524,66362,1302,0.02,06/07/2025,202423-Seasonal Coronaviruses
202424,24,06/09/2024,06/15/2024,2023-2024,Adenovirus,778,15,0.0192802057,38702,1265,0.03,06/14/2025,202424-Adenovirus
202424,24,06/09/2024,06/15/2024,2023-2024,Human Metapneumovirus,783,17,0.0217113665,38963,1128,0.03,06/14/2025,202424-Human Metapneumovirus
202424,24,06/09/2024,06/15/2024,2023-2024,Influenza,2301,8,0.0034767492,183049,11198,0.06,06/14/2025,202424-Influenza
202424,24,06/09/2024,06/15/2024,2023-2024,Parainfluenza,1536,54,0.03515625,68131,1384,0.02,06/14/2025,202424-Parainfluenza
202424,24,06/09/2024,06/15/2024,2023-2024,RSV,1777,4,0.0022509848,122453,5580,0.05,06/14/2025,202424-RSV
202424,24,06/09/2024,06/15/2024,2023-2024,Rhinovirus/Enterovirus,778,113,0.1452442159,38714,5184,0.13,06/14/2025,202424-Rhinovirus/Enterovirus
202424,24,06/09/2024,06/15/2024,2023-2024,SARS-CoV-2,2004,101,0.0503992016,148495,9689,0.07,06/14/2025,202424-SARS-CoV-2
202424,24,06/09/2024,06/15/2024,2023-2024,Seasonal Coronaviruses,1531,11,0.0071848465,67893,1313,0.02,06/14/2025,202424-Seasonal Coronaviruses
202425,25,06/16/2024,06/22/2024,2023-2024,Adenovirus,620,14,0.0225806452,39322,1279,0.03,06/21/2025,202425-Adenovirus
202425,25,06/16/2024,06/22/2024,2023-2024,Human Metapneumovirus,626,10,0.0159744409,39589,1138,0.03,06/21/2025,202425-Human Metapneumovirus
202425,25,06/16/2024,06/22/2024,2023-2024,Influenza,1950,8,0.0041025641,184999,11206,0.06,06/21/2025,202425-Influenza
202425,25,06/16/2024,06/22/2024,2023-2024,Parainfluenza,1334,43,0.0322338831,69465,1427,0.02,06/21/2025,202425-Parainfluenza
202425,25,06/16/2024,06/22/2024,2023-2024,RSV,1467,2,0.0013633265,123920,5582,0.05,06/21/2025,202425-RSV
202425,25,06/16/2024,06/22/2024,2023-2024,Rhinovirus/Enterovirus,620,102,0.164516129,39334,5286,0.13,06/21/2025,202425-Rhinovirus/Enterovirus
202425,25,06/16/2024,06/22/2024,2023-2024,SARS-CoV-2,1742,93,0.0533869116,150237,9782,0.07,06/21/2025,202425-SARS-CoV-2
202425,25,06/16/2024,06/22/2024,2023-2024,Seasonal Coronaviruses,1328,5,0.0037650602,69221,1318,0.02,06/21/2025,202425-Seasonal Coronaviruses
202426,26,06/23/2024,06/29/2024,2023-2024,Adenovirus,648,18,0.0277777778,39970,1297,0.03,06/28/2025,202426-Adenovirus
202426,26,06/23/2024,06/29/2024,2023-2024,Human Metapneumovirus,651,13,0.019969278,40240,1151,0.03,06/28/2025,202426-Human Metapneumovirus
202426,26,06/23/2024,06/29/2024,2023-2024,Influenza,2073,10,0.0048239267,187072,11216,0.06,06/28/2025,202426-Influenza
202426,26,06/23/2024,06/29/2024,2023-2024,Parainfluenza,1473,40,0.027155465,70938,1467,0.02,06/28/2025,202426-Parainfluenza
202426,26,06/23/2024,06/29/2024,2023-2024,RSV,1527,3,0.0019646365,125447,5585,0.04,06/28/2025,202426-RSV
202426,26,06/23/2024,06/29/2024,2023-2024,Rhinovirus/Enterovirus,648,63,0.0972222222,39982,5349,0.13,06/28/2025,202426-Rhinovirus/Enterovirus
202426,26,06/23/2024,06/29/2024,2023-2024,SARS-CoV-2,1748,115,0.0657894737,151985,9897,0.07,06/28/2025,202426-SARS-CoV-2
202426,26,06/23/2024,06/29/2024,2023-2024,Seasonal Coronaviruses,1470,5,0.0034013605,70691,1323,0.02,06/28/2025,202426-Seasonal Coronaviruses
202427,27,06/30/2024,07/06/2024,2023-2024,Adenovirus,624,7,0.0112179487,40594,1304,0.03,07/05/2025,202427-Adenovirus
202427,27,06/30/2024,07/06/2024,2023-2024,Human Metapneumovirus,627,7,0.0111642743,40867,1158,0.03,07/05/2025,202427-Human Metapneumovirus
202427,27,06/30/2024,07/06/2024,2023-2024,Influenza,1973,8,0.004054739,189045,11224,0.06,07/05/2025,202427-Influenza
202427,27,06/30/2024,07/06/2024,2023-2024,Parainfluenza,1431,37,0.0258560447,72369,1504,0.02,07/05/2025,202427-Parainfluenza
202427,27,06/30/2024,07/06/2024,2023-2024,RSV,1455,4,0.0027491409,126902,5589,0.04,07/05/2025,202427-RSV
202427,27,06/30/2024,07/06/2024,2023-2024,Rhinovirus/Enterovirus,624,62,0.0993589744,40606,5411,0.13,07/05/2025,202427-Rhinovirus/Enterovirus
202427,27,06/30/2024,07/06/2024,2023-2024,SARS-CoV-2,1737,138,0.079447323,153722,10035,0.07,07/05/2025,202427-SARS-CoV-2
202427,27,06/30/2024,07/06/2024,2023-2024,Seasonal Coronaviruses,1428,1,0.0007002801,72119,1324,0.02,07/05/2025,202427-Seasonal Coronaviruses
202428,28,07/07/2024,07/13/2024,2023-2024,Adenovirus,735,14,0.019047619,41329,1318,0.03,07/12/2025,202428-Adenovirus
202428,28,07/07/2024,07/13/2024,2023-2024,Human Metapneumovirus,740,6,0.0081081081,41607,1164,0.03,07/12/2025,202428-Human Metapneumovirus
202428,28,07/07/2024,07/13/2024,2023-2024,Influenza,2188,7,0.0031992687,191233,11231,0.06,07/12/2025,202428-Influenza
202428,28,07/07/2024,07/13/2024,2023-2024,Parainfluenza,1535,32,0.0208469055,73904,1536,0.02,07/12/2025,202428-Parainfluenza
202428,28,07/07/2024,07/13/2024,2023-2024,RSV,1631,0,0,128533,5589,0.04,07/12/2025,202428-RSV
202428,28,07/07/2024,07/13/2024,2023-2024,Rhinovirus/Enterovirus,735,65,0.0884353741,41341,5476,0.13,07/12/2025,202428-Rhinovirus/Enterovirus
202428,28,07/07/2024,07/13/2024,2023-2024,SARS-CoV-2,1929,196,0.1016070503,155651,10231,0.07,07/12/2025,202428-SARS-CoV-2
202428,28,07/07/2024,07/13/2024,2023-2024,Seasonal Coronaviruses,1530,8,0.0052287582,73649,1332,0.02,07/12/2025,202428-Seasonal Coronaviruses
202429,29,07/14/2024,07/20/2024,2023-2024,Adenovirus,488,7,0.0143442623,41817,1325,0.03,07/19/2025,202429-Adenovirus
202429,29,07/14/2024,07/20/2024,2023-2024,Human Metapneumovirus,488,4,0.0081967213,42095,1168,0.03,07/19/2025,202429-Human Metapneumovirus
202429,29,07/14/2024,07/20/2024,2023-2024,Influenza,2215,6,0.0027088036,193448,11237,0.06,07/19/2025,202429-Influenza
202429,29,07/14/2024,07/20/2024,2023-2024,Parainfluenza,488,19,0.0389344262,74392,1555,0.02,07/19/2025,202429-Parainfluenza
202429,29,07/14/2024,07/20/2024,2023-2024,RSV,1708,3,0.0017564403,130241,5592,0.04,07/19/2025,202429-RSV
202429,29,07/14/2024,07/20/2024,2023-2024,Rhinovirus/Enterovirus,721,64,0.0887656033,42062,5540,0.13,07/19/2025,202429-Rhinovirus/Enterovirus
202429,29,07/14/2024,07/20/2024,2023-2024,SARS-CoV-2,1992,210,0.1054216867,157643,10441,0.07,07/19/2025,202429-SARS-CoV-2
202429,29,07/14/2024,07/20/2024,2023-2024,Seasonal Coronaviruses,721,6,0.0083217753,74370,1338,0.02,07/19/2025,202429-Seasonal Coronaviruses
202430,30,07/21/2024,07/27/2024,2023-2024,Adenovirus,779,13,0.0166880616,42596,1338,0.03,07/26/2025,202430-Adenovirus
202430,30,07/21/2024,07/27/2024,2023-2024,Human Metapneumovirus,785,2,0.0025477707,42880,1170,0.03,07/26/2025,202430-Human Metapneumovirus
202430,30,07/21/2024,07/27/2024,2023-2024,Influenza,2347,9,0.0038346826,195795,11246,0.06,07/26/2025,202430-Influenza
202430,30,07/21/2024,07/27/2024,2023-2024,Parainfluenza,1631,18,0.0110361741,76023,1573,0.02,07/26/2025,202430-Parainfluenza
202430,30,07/21/2024,07/27/2024,2023-2024,RSV,1776,2,0.0011261261,132017,5594,0.04,07/26/2025,202430-RSV
202430,30,07/21/2024,07/27/2024,2023-2024,Rhinovirus/Enterovirus,779,76,0.0975609756,42841,5616,0.13,07/26/2025,202430-Rhinovirus/Enterovirus
202430,30,07/21/2024,07/27/2024,2023-2024,SARS-CoV-2,2149,267,0.1242438343,159792,10708,0.07,07/26/2025,202430-SARS-CoV-2
202430,30,07/21/2024,07/27/2024,2023-2024,Seasonal Coronaviruses,1625,4,0.0024615385,75995,1342,0.02,07/26/2025,202430-Seasonal Coronaviruses
202431,31,07/28/2024,08/03/2024,2023-2024,Adenovirus,727,11,0.015130674,43323,1349,0.03,08/02/2025,202431-Adenovirus
202431,31,07/28/2024,08/03/2024,2023-2024,Human Metapneumovirus,734,3,0.0040871935,43614,1173,0.03,08/02/2025,202431-Human Metapneumovirus
202431,31,07/28/2024,08/03/2024,2023-2024,Influenza,2364,6,0.0025380711,198159,11252,0.06,08/02/2025,202431-Influenza
202431,31,07/28/2024,08/03/2024,2023-2024,Parainfluenza,1547,21,0.0135746606,77570,1594,0.02,08/02/2025,202431-Parainfluenza
202431,31,07/28/2024,08/03/2024,2023-2024,RSV,1749,2,0.0011435106,133766,5596,0.04,08/02/2025,202431-RSV
202431,31,07/28/2024,08/03/2024,2023-2024,Rhinovirus/Enterovirus,727,69,0.0949105915,43568,5685,0.13,08/02/2025,202431-Rhinovirus/Enterovirus
202431,31,07/28/2024,08/03/2024,2023-2024,SARS-CoV-2,2094,268,0.1279847182,161886,10976,0.07,08/02/2025,202431-SARS-CoV-2
202431,31,07/28/2024,08/03/2024,2023-2024,Seasonal Coronaviruses,1540,5,0.0032467532,77535,1347,0.02,08/02/2025,202431-Seasonal Coronaviruses
202432,32,08/04/2024,08/10/2024,2023-2024,Adenovirus,521,6,0.0115163148,43844,1355,0.03,08/09/2025,202432-Adenovirus
202432,32,08/04/2024,08/10/2024,2023-2024,Human Metapneumovirus,525,2,0.0038095238,44139,1175,0.03,08/09/2025,202432-Human Metapneumovirus
202432,32,08/04/2024,08/10/2024,2023-2024,Influenza,2497,7,0.002803364,200656,11259,0.06,08/09/2025,202432-Influenza
202432,32,08/04/2024,08/10/2024,2023-2024,Parainfluenza,1653,20,0.0120992136,79223,1614,0.02,08/09/2025,202432-Parainfluenza
202432,32,08/04/2024,08/10/2024,2023-2024,RSV,1900,2,0.0010526316,135666,5598,0.04,08/09/2025,202432-RSV
202432,32,08/04/2024,08/10/2024,2023-2024,Rhinovirus/Enterovirus,803,79,0.098381071,44371,5764,0.13,08/09/2025,202432-Rhinovirus/Enterovirus
202432,32,08/04/2024,08/10/2024,2023-2024,SARS-CoV-2,2283,307,0.1344721857,164169,11283,0.07,08/09/2025,202432-SARS-CoV-2
202432,32,08/04/2024,08/10/2024,2023-2024,Seasonal Coronaviruses,803,7,0.0087173101,78338,1354,0.02,08/09/2025,202432-Seasonal Coronaviruses
202433,33,08/11/2024,08/17/2024,2023-2024,Adenovirus,772,10,0.0129533679,44616,1365,0.03,08/16/2025,202433-Adenovirus
202433,33,08/11/2024,08/17/2024,2023-2024,Human Metapneumovirus,492,5,0.0101626016,44631,1180,0.03,08/16/2025,202433-Human Metapneumovirus
202433,33,08/11/2024,08/17/2024,2023-2024,Influenza,2520,5,0.001984127,203176,11264,0.06,08/16/2025,202433-Influenza
202433,33,08/11/2024,08/17/2024,2023-2024,Parainfluenza,1624,19,0.0116995074,80847,1633,0.02,08/16/2025,202433-Parainfluenza
202433,33,08/11/2024,08/17/2024,2023-2024,RSV,1901,2,0.0010520779,137567,5600,0.04,08/16/2025,202433-RSV
202433,33,08/11/2024,08/17/2024,2023-2024,Rhinovirus/Enterovirus,772,78,0.1010362694,45143,5842,0.13,08/16/2025,202433-Rhinovirus/Enterovirus
202433,33,08/11/2024,08/17/2024,2023-2024,SARS-CoV-2,2315,324,0.1399568035,166484,11607,0.07,08/16/2025,202433-SARS-CoV-2
202433,33,08/11/2024,08/17/2024,2023-2024,Seasonal Coronaviruses,772,5,0.0064766839,79110,1359,0.02,08/16/2025,202433-Seasonal Coronaviruses
202434,34,08/18/2024,08/24/2024,2023-2024,Adenovirus,776,8,0.0103092784,45392,1373,0.03,08/23/2025,202434-Adenovirus
202434,34,08/18/2024,08/24/2024,2023-2024,Human Metapneumovirus,509,5,0.0098231827,45140,1185,0.03,08/23/2025,202434-Human Metapneumovirus
202434,34,08/18/2024,08/24/2024,2023-2024,Influenza,2549,6,0.0023538643,205725,11270,0.05,08/23/2025,202434-Influenza
202434,34,08/18/2024,08/24/2024,2023-2024,Parainfluenza,1589,17,0.0106985525,82436,1650,0.02,08/23/2025,202434-Parainfluenza
202434,34,08/18/2024,08/24/2024,2023-2024,RSV,1910,0,0,139477,5600,0.04,08/23/2025,202434-RSV
202434,34,08/18/2024,08/24/2024,2023-2024,Rhinovirus/Enterovirus,776,85,0.1095360825,45919,5927,0.13,08/23/2025,202434-Rhinovirus/Enterovirus
202434,34,08/18/2024,08/24/2024,2023-2024,SARS-CoV-2,2087,259,0.1241015812,168571,11866,0.07,08/23/2025,202434-SARS-CoV-2
202434,34,08/18/2024,08/24/2024,2023-2024,Seasonal Coronaviruses,776,10,0.0128865979,79886,1369,0.02,08/23/2025,202434-Seasonal Coronaviruses
202435,35,08/25/2024,08/31/2024,2023-2024,Adenovirus,784,8,0.0102040816,46176,1381,0.03,08/30/2025,202435-Adenovirus
202435,35,08/25/2024,08/31/2024,2023-2024,Human Metapneumovirus,786,3,0.0038167939,45926,1188,0.03,08/30/2025,202435-Human Metapneumovirus
202435,35,08/25/2024,08/31/2024,2023-2024,Influenza,2552,7,0.0027429467,208277,11277,0.05,08/30/2025,202435-Influenza
202435,35,08/25/2024,08/31/2024,2023-2024,Parainfluenza,1529,18,0.0117724003,83965,1668,0.02,08/30/2025,202435-Parainfluenza
202435,35,08/25/2024,08/31/2024,2023-2024,RSV,1957,4,0.0020439448,141434,5604,0.04,08/30/2025,202435-RSV
202435,35,08/25/2024,08/31/2024,2023-2024,Rhinovirus/Enterovirus,784,131,0.1670918367,46703,6058,0.13,08/30/2025,202435-Rhinovirus/Enterovirus
202435,35,08/25/2024,08/31/2024,2023-2024,SARS-CoV-2,2139,250,0.1168770453,170710,12116,0.07,08/30/2025,202435-SARS-CoV-2
202435,35,08/25/2024,08/31/2024,2023-2024,Seasonal Coronaviruses,784,6,0.0076530612,80670,1375,0.02,08/30/2025,202435-Seasonal Coronaviruses
202436,36,09/01/2024,09/07/2024,2023-2024,Adenovirus,755,5,0.0066225166,46931,1386,0.03,09/06/2025,202436-Adenovirus
202436,36,09/01/2024,09/07/2024,2023-2024,Human Metapneumovirus,746,2,0.0026809651,46672,1190,0.03,09/06/2025,202436-Human Metapneumovirus
202436,36,09/01/2024,09/07/2024,2023-2024,Influenza,2531,6,0.0023706045,210808,11283,0.05,09/06/2025,202436-Influenza
202436,36,09/01/2024,09/07/2024,2023-2024,Parainfluenza,1619,13,0.0080296479,85584,1681,0.02,09/06/2025,202436-Parainfluenza
202436,36,09/01/2024,09/07/2024,2023-2024,RSV,1869,3,0.0016051364,143303,5607,0.04,09/06/2025,202436-RSV
202436,36,09/01/2024,09/07/2024,2023-2024,Rhinovirus/Enterovirus,755,148,0.1960264901,47458,6206,0.13,09/06/2025,202436-Rhinovirus/Enterovirus
202436,36,09/01/2024,09/07/2024,2023-2024,SARS-CoV-2,2004,188,0.0938123752,172714,12304,0.07,09/06/2025,202436-SARS-CoV-2
202436,36,09/01/2024,09/07/2024,2023-2024,Seasonal Coronaviruses,755,10,0.0132450331,81425,1385,0.02,09/06/2025,202436-Seasonal Coronaviruses
202437,37,09/08/2024,09/14/2024,2023-2024,Adenovirus,987,8,0.0081053698,47918,1394,0.03,09/13/2025,202437-Adenovirus
202437,37,09/08/2024,09/14/2024,2023-2024,Human Metapneumovirus,993,3,0.003021148,47665,1193,0.03,09/13/2025,202437-Human Metapneumovirus
202437,37,09/08/2024,09/14/2024,2023-2024,Influenza,3015,6,0.0019900498,213823,11289,0.05,09/13/2025,202437-Influenza
202437,37,09/08/2024,09/14/2024,2023-2024,Parainfluenza,1939,23,0.0118617844,87523,1704,0.02,09/13/2025,202437-Parainfluenza
202437,37,09/08/2024,09/14/2024,2023-2024,RSV,2286,2,0.0008748906,145589,5609,0.04,09/13/2025,202437-RSV
202437,37,09/08/2024,09/14/2024,2023-2024,Rhinovirus/Enterovirus,987,241,0.2441742655,48445,6447,0.13,09/13/2025,202437-Rhinovirus/Enterovirus
202437,37,09/08/2024,09/14/2024,2023-2024,SARS-CoV-2,2430,229,0.0942386831,175144,12533,0.07,09/13/2025,202437-SARS-CoV-2
202437,37,09/08/2024,09/14/2024,2023-2024,Seasonal Coronaviruses,987,14,0.0141843972,82412,1399,0.02,09/13/2025,202437-Seasonal Coronaviruses
202438,38,09/15/2024,09/21/2024,2023-2024,Adenovirus,668,13,0.0194610778,48586,1407,0.03,09/20/2025,202438-Adenovirus
202438,38,09/15/2024,09/21/2024,2023-2024,Human Metapneumovirus,935,5,0.0053475936,48600,1198,0.02,09/20/2025,202438-Human Metapneumovirus
202438,38,09/15/2024,09/21/2024,2023-2024,Influenza,2899,10,0.0034494653,216722,11299,0.05,09/20/2025,202438-Influenza
202438,38,09/15/2024,09/21/2024,2023-2024,Parainfluenza,666,21,0.0315315315,88189,1725,0.02,09/20/2025,202438-Parainfluenza
202438,38,09/15/2024,09/21/2024,2023-2024,RSV,2181,6,0.0027510316,147770,5615,0.04,09/20/2025,202438-RSV
202438,38,09/15/2024,09/21/2024,2023-2024,Rhinovirus/Enterovirus,666,227,0.3408408408,49111,6674,0.14,09/20/2025,202438-Rhinovirus/Enterovirus
202438,38,09/15/2024,09/21/2024,2023-2024,SARS-CoV-2,2310,152,0.0658008658,177454,12685,0.07,09/20/2025,202438-SARS-CoV-2
202438,38,09/15/2024,09/21/2024,2023-2024,Seasonal Coronaviruses,949,6,0.0063224447,83361,1405,0.02,09/20/2025,202438-Seasonal Coronaviruses
202439,39,09/22/2024,09/28/2024,2023-2024,Adenovirus,997,19,0.0190571715,49583,1426,0.03,09/27/2025,202439-Adenovirus
202439,39,09/22/2024,09/28/2024,2023-2024,Human Metapneumovirus,994,0,0,49594,1198,0.02,09/27/2025,202439-Human Metapneumovirus
202439,39,09/22/2024,09/28/2024,2023-2024,Influenza,2808,3,0.0010683761,219530,11302,0.05,09/27/2025,202439-Influenza
202439,39,09/22/2024,09/28/2024,2023-2024,Parainfluenza,1898,24,0.0126448894,90087,1749,0.02,09/27/2025,202439-Parainfluenza
202439,39,09/22/2024,09/28/2024,2023-2024,RSV,2147,8,0.0037261295,149917,5623,0.04,09/27/2025,202439-RSV
202439,39,09/22/2024,09/28/2024,2023-2024,Rhinovirus/Enterovirus,997,263,0.2637913741,50108,6937,0.14,09/27/2025,202439-Rhinovirus/Enterovirus
202439,39,09/22/2024,09/28/2024,2023-2024,SARS-CoV-2,2198,134,0.0609645132,179652,12819,0.07,09/27/2025,202439-SARS-CoV-2
202439,39,09/22/2024,09/28/2024,2023-2024,Seasonal Coronaviruses,997,12,0.0120361083,84358,1417,0.02,09/27/2025,202439-Seasonal Coronaviruses
202440,40,09/29/2024,10/05/2024,2024-2025,Adenovirus,986,16,0.0162271805,986,16,0.02,10/05/2024,202440-Adenovirus
202440,40,09/29/2024,10/05/2024,2024-2025,Human Metapneumovirus,991,0,0,991,0,0.00,10/05/2024,202440-Human Metapneumovirus
202440,40,09/29/2024,10/05/2024,2024-2025,Influenza,2811,8,0.0028459623,2811,8,0.00,10/05/2024,202440-Influenza
202440,40,09/29/2024,10/05/2024,2024-2025,Parainfluenza,1899,28,0.0147446024,1899,28,0.01,10/05/2024,202440-Parainfluenza
202440,40,09/29/2024,10/05/2024,2024-2025,RSV,2126,12,0.0056444026,2126,12,0.01,10/05/2024,202440-RSV
202440,40,09/29/2024,10/05/2024,2024-2025,Rhinovirus/Enterovirus,986,227,0.2302231237,986,227,0.23,10/05/2024,202440-Rhinovirus/Enterovirus
202440,40,09/29/2024,10/05/2024,2024-2025,SARS-CoV-2,2286,68,0.0297462817,2286,68,0.03,10/05/2024,202440-SARS-CoV-2
202440,40,09/29/2024,10/05/2024,2024-2025,Seasonal Coronaviruses,986,8,0.0081135903,986,8,0.01,10/05/2024,202440-Seasonal Coronaviruses
202441,41,10/06/2024,10/12/2024,2024-2025,Adenovirus,991,8,0.0080726539,1977,24,0.01,10/12/2024,202441-Adenovirus
202441,41,10/06/2024,10/12/2024,2024-2025,Human Metapneumovirus,979,1,0.0010214505,1970,1,0.00,10/12/2024,202441-Human Metapneumovirus
202441,41,10/06/2024,10/12/2024,2024-2025,Influenza,2869,9,0.0031369815,5680,17,0.00,10/12/2024,202441-Influenza
202441,41,10/06/2024,10/12/2024,2024-2025,Parainfluenza,1790,41,0.0229050279,3689,69,0.02,10/12/2024,202441-Parainfluenza
202441,41,10/06/2024,10/12/2024,2024-2025,RSV,2244,13,0.0057932264,4370,25,0.01,10/12/2024,202441-RSV
202441,41,10/06/2024,10/12/2024,2024-2025,Rhinovirus/Enterovirus,991,206,0.2078708375,1977,433,0.22,10/12/2024,202441-Rhinovirus/Enterovirus
202441,41,10/06/2024,10/12/2024,2024-2025,SARS-CoV-2,2391,72,0.0301129235,4677,140,0.03,10/12/2024,202441-SARS-CoV-2
202441,41,10/06/2024,10/12/2024,2024-2025,Seasonal Coronaviruses,991,0,0,1977,8,0.00,10/12/2024,202441-Seasonal Coronaviruses
202442,42,10/13/2024,10/19/2024,2024-2025,Adenovirus,976,9,0.0092213115,2953,33,0.01,10/19/2024,202442-Adenovirus
202442,42,10/13/2024,10/19/2024,2024-2025,Human Metapneumovirus,1009,3,0.0029732408,2979,4,0.00,10/19/2024,202442-Human Metapneumovirus
202442,42,10/13/2024,10/19/2024,2024-2025,Influenza,2743,14,0.0051039008,8423,31,0.00,10/19/2024,202442-Influenza
202442,42,10/13/2024,10/19/2024,2024-2025,Parainfluenza,1792,38,0.0212053571,5481,107,0.02,10/19/2024,202442-Parainfluenza
202442,42,10/13/2024,10/19/2024,2024-2025,RSV,2100,24,0.0114285714,6470,49,0.01,10/19/2024,202442-RSV
202442,42,10/13/2024,10/19/2024,2024-2025,Rhinovirus/Enterovirus,976,201,0.205942623,2953,634,0.21,10/19/2024,202442-Rhinovirus/Enterovirus
202442,42,10/13/2024,10/19/2024,2024-2025,SARS-CoV-2,2249,56,0.0248999555,6926,196,0.03,10/19/2024,202442-SARS-CoV-2
